//1,//2,//3,//4,//5,//6,//7,//8,//9,//10,//11,//12,//13,//14,//15,//16,//17,//18,//19,//20,//21,//22,//23,//24,//25,//26,//27,//28,//29,//30,//31,//32,//33,//34,//35,//36,//37,//38,//39,//40,//41,//42,//43,//44,//45,//46,//47,//48,//49,//50,//51,//52,//53,//54,//55,//56,//57,//58,//59,//60,//61,//62,//63,//64,//65
110,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,193,193,193,193,193,193,193,193,193,193,193,193,193,194,194,194,194,194,194,0,0,190,194,194,194,194,194,194,110,110,110,110,110,110,0,0,0,0,0,0,0,0,0,0,0,110
110,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,0,0,0,0,194,194,194,194,194,110,110,110,110,110,110,0,0,0,0,0,0,0,0,0,0,0,110
110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,194,194,194,194,194,194,194,194,194,103,0,0,0,106,106,0,0,0,110,110,110,110,110,110,0,0,0,0,0,0,0,0,0,0,0,110
110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,194,194,194,194,194,194,194,194,194,194,191,0,0,106,106,0,0,0,110,110,110,110,110,110,0,0,0,0,0,0,0,0,0,0,0,110
110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,194,194,194,0,0,0,0,0,"160,3",0,0,0,0,106,106,0,0,172,110,110,110,110,110,110,0,0,0,0,0,0,0,0,0,0,0,110
110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,194,194,194,0,0,0,0,0,"160,3",0,0,0,0,194,194,193,193,193,110,110,110,110,110,110,0,0,0,0,0,0,0,0,0,0,0,110
110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,194,194,194,0,0,0,0,0,"160,3",0,0,0,0,194,194,194,194,194,110,110,110,110,110,110,194,194,194,194,194,194,194,194,194,194,194,110
110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,194,194,194,0,0,0,300,0,"160,3",0,"152,3",0,0,194,194,194,194,194,110,110,110,110,110,110,194,194,194,194,194,194,194,194,194,194,194,110
110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,194,194,194,0,0,193,193,193,193,193,193,193,193,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,110
110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,194,194,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,194,194,194,194,194,194,194,194,194,110
110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,194,194,194,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,194,194,194,194,194,194,194,194,194,110
110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,194,194,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,194,194,194,194,194,194,194,194,194,110
110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,194,194,194,101,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,194,194,194,194,194,194,194,194,194,110
110,0,0,0,0,0,0,0,0,0,0,0,0,194,194,194,194,194,0,0,194,194,0,0,0,0,194,194,194,194,194,194,193,193,0,"181,5","180,6","182,7",0,0,0,"183,5","183,6","183,7",0,0,0,0,0,0,0,0,0,0,194,194,194,194,194,194,194,194,194,194,110
110,0,0,0,0,0,0,0,0,0,0,0,0,194,194,194,194,194,0,0,194,194,0,0,0,0,194,194,194,194,194,194,194,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,194,194,194,194,194,194,194,194,194,110
110,0,0,0,0,0,0,0,0,0,0,0,0,194,194,194,194,194,0,0,194,194,0,0,0,0,194,194,194,194,194,194,194,194,193,193,193,193,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,194,194,194,194,194,194,194,194,194,110
110,0,0,0,0,0,0,0,0,0,0,0,0,194,194,194,194,194,0,0,194,194,0,0,0,0,194,194,194,194,194,194,194,194,194,194,194,194,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,194,194,194,194,194,194,194,194,194,110
110,0,0,0,0,0,0,0,0,0,0,0,0,194,194,194,194,194,0,0,194,194,0,0,0,0,194,194,194,194,194,194,194,194,194,194,194,194,194,0,0,0,0,0,0,192,105,0,0,0,0,0,0,0,194,194,194,194,194,194,194,194,194,194,110
110,0,0,0,0,0,0,0,0,0,0,0,0,194,194,194,194,194,0,0,194,194,0,0,0,0,102,102,102,0,0,0,194,194,194,194,194,194,194,0,0,"181,8","180,9","182,10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,194,194,194,110
110,0,0,0,0,0,0,0,0,0,0,0,0,194,194,194,194,194,0,0,194,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,194,194,194,194,110
110,0,0,0,0,0,0,0,0,0,0,0,0,194,194,194,194,194,0,0,194,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,194,194,194,110
110,0,0,0,0,0,0,0,0,0,0,0,0,194,194,194,194,194,0,0,194,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,194,194,194,194,110
110,0,0,0,0,0,0,0,0,0,0,0,0,194,194,194,194,194,194,194,194,194,0,"181,11","182,12",0,193,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,194,194,194,110
110,0,0,0,0,0,0,0,0,0,0,0,0,194,194,194,194,194,194,194,194,194,0,0,0,0,194,194,103,0,0,0,0,0,0,631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,105,105,0,0,0,0,0,194,194,194,194,110
110,0,0,0,0,0,0,0,0,0,0,0,0,194,194,194,194,194,194,194,194,194,0,0,0,0,194,194,194,194,0,0,0,621,619,619,619,619,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,194,194,194,110
110,0,0,0,0,0,0,0,0,0,0,0,0,194,194,194,194,194,194,194,194,194,0,0,0,0,194,194,194,194,103,0,0,618,616,616,616,616,617,0,0,"183,8","183,9","183,10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,194,194,194,194,110
110,0,0,0,0,0,0,0,0,0,0,0,0,194,194,194,194,194,194,194,194,194,0,0,0,0,194,194,194,194,194,194,0,251,603,"604,630","604,629",605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,193,193,193,194,194,194,110,110
110,0,0,0,0,0,0,0,0,0,0,0,0,194,194,194,194,194,194,194,194,194,0,0,0,0,194,194,194,194,194,194,0,0,600,601,"601,628",602,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,194,194,194,194,194,194,194,110,110
110,0,0,0,0,0,0,0,0,0,0,0,0,194,194,194,194,194,194,194,194,194,0,0,0,0,194,194,194,194,194,194,193,193,193,193,193,193,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,194,194,194,194,194,194,110,110
110,0,0,0,0,0,0,0,0,0,0,0,0,194,194,194,194,194,194,194,194,194,0,0,0,0,194,194,194,194,194,194,194,194,194,194,194,194,194,0,0,0,0,0,0,0,0,192,0,0,192,0,0,192,0,0,194,194,194,194,194,194,194,110,110
110,0,0,0,0,0,0,0,0,0,0,0,0,194,194,194,194,194,194,194,194,194,0,0,0,0,194,194,194,194,194,194,194,194,194,194,194,194,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,194,194,194,194,194,194,110,110
110,0,0,0,0,0,0,0,0,0,0,0,0,194,194,194,194,194,194,194,194,194,0,0,0,0,194,194,194,194,194,194,194,194,194,194,194,194,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,194,194,194,194,194,194,110,110
110,0,0,0,0,0,0,0,0,0,0,0,0,194,194,194,194,194,194,194,194,194,0,0,0,0,194,194,194,194,194,194,194,194,194,194,194,194,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,194,194,194,194,194,194,110,110
110,0,0,0,0,0,0,0,0,0,0,0,0,194,194,194,194,194,194,194,194,194,0,"183,11","183,12",0,194,194,194,194,194,194,194,194,194,194,194,194,194,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,194,194,194,194,194,194,194,110,110
110,0,0,0,0,0,0,0,0,0,0,0,0,194,194,194,194,194,0,0,0,250,0,0,0,0,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,110,110
110,0,0,0,0,0,0,0,0,0,0,0,0,194,194,194,194,194,0,0,0,0,0,0,0,0,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,110,110,110,0,0,0,0,0,0,110,110
110,0,0,0,0,0,0,0,0,0,0,0,0,194,194,194,194,194,105,105,193,193,193,193,193,193,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,110,110,110,0,0,0,0,0,0,110,110
110,0,0,0,0,0,0,0,0,0,0,0,0,194,194,194,194,194,0,0,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,110,110,110,0,0,0,0,0,0,110,110
110,0,0,0,0,0,0,0,0,0,0,0,0,194,194,194,194,194,0,0,194,194,194,194,194,194,194,194,194,194,194,194,0,0,0,0,0,0,0,0,0,0,0,0,0,194,194,194,194,194,194,194,194,194,110,110,110,0,0,0,0,0,0,110,110
110,0,0,0,0,0,0,0,0,0,0,0,0,194,194,194,194,194,0,104,194,194,194,194,194,194,194,194,194,194,194,194,0,0,0,0,0,0,0,0,0,0,0,0,0,194,194,194,194,194,194,194,194,194,110,110,110,0,0,0,0,0,0,110,110
110,0,0,0,0,0,0,0,0,0,0,0,0,194,194,194,194,194,105,105,194,194,194,194,194,194,194,194,194,194,194,194,0,0,0,0,0,0,0,0,0,0,0,0,0,194,194,194,194,194,194,194,194,194,110,110,110,0,0,0,0,0,0,110,110
110,0,0,0,0,0,0,0,0,0,0,0,0,194,194,194,194,194,0,0,194,194,194,194,194,194,194,194,194,194,194,194,0,0,0,0,0,0,0,0,0,0,0,0,0,194,194,194,194,194,194,194,194,194,110,110,110,0,0,0,0,0,0,110,110
110,0,0,0,0,0,0,0,0,0,0,0,0,194,194,194,194,194,0,0,194,194,194,194,194,194,194,194,194,194,194,194,0,192,192,0,0,0,0,0,0,0,192,192,0,194,194,194,194,194,194,194,194,194,110,110,110,0,0,0,0,0,0,110,110
110,0,0,0,0,0,0,0,0,0,0,0,0,194,194,194,194,194,0,0,194,194,194,194,194,194,194,0,0,0,0,"160,13",0,0,0,0,0,0,0,0,0,0,0,0,0,194,194,194,194,0,0,0,0,194,110,110,110,0,0,0,0,0,0,110,110
110,0,0,0,0,0,0,0,0,0,0,0,0,194,194,194,194,194,103,0,194,194,194,194,194,194,194,0,0,0,0,"160,13",0,0,0,0,0,0,0,0,0,0,0,0,0,194,194,194,194,0,0,0,0,194,110,110,110,0,0,0,0,0,0,110,110
110,0,0,0,0,0,0,0,0,0,0,0,0,194,194,194,194,194,105,105,194,194,194,194,194,194,194,0,0,0,0,"160,13",0,0,0,0,0,192,192,192,0,0,0,0,0,194,194,194,194,0,0,0,0,194,110,110,110,0,0,0,0,0,0,110,110
110,0,0,0,0,0,0,0,0,0,0,0,0,194,194,194,194,194,0,0,194,194,194,194,194,194,194,0,0,0,0,"160,13",0,0,0,0,0,0,0,0,0,0,0,0,0,194,194,194,194,0,0,0,0,194,110,110,110,0,0,0,0,0,0,110,110
110,0,0,0,0,0,0,0,0,0,0,0,0,194,194,194,194,194,0,0,0,0,0,0,0,0,0,0,0,0,0,"160,13",0,0,0,0,0,0,0,0,0,0,0,0,0,194,194,194,194,0,0,0,0,194,110,110,110,0,0,0,0,0,0,110,110
110,0,0,0,0,0,0,0,0,0,0,0,0,194,194,194,194,194,0,0,0,0,0,0,0,0,0,0,0,0,0,"160,13",0,0,0,0,0,0,0,0,0,0,0,0,0,194,194,194,194,0,0,0,0,194,110,110,110,0,0,0,0,0,0,110,110
110,0,0,0,0,0,0,0,0,0,0,0,0,194,194,194,194,194,0,0,0,0,0,0,0,0,0,0,0,0,0,"160,13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,110,110,110,0,0,0,0,0,0,110,110
110,0,0,0,0,0,0,0,0,0,0,0,0,194,194,194,194,194,193,193,0,0,300,0,0,0,"152,13",0,170,0,0,"160,13",0,0,0,252,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,500,0,194,110,110,110,0,0,0,0,0,0,110,110
110,0,0,0,0,0,0,0,0,0,0,0,0,194,194,194,194,194,194,194,193,193,193,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,110,110,110,0,0,0,0,0,0,110,110
110,0,0,0,0,0,0,0,0,0,0,0,0,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,110,110,110,0,0,0,0,0,0,110,110
110,0,0,0,0,0,0,0,0,0,0,0,0,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,110,110,110,0,0,0,0,0,0,110,110
